student_id,cgpa,skills,projects_count,domain_interest,certifications,experience_level,communication_skill,hackathons,github_score,internship_role
7569,6.12,C++|DSA,6,Web Development,3,Intermediate,5,2,90,Frontend Intern
7570,9.72,Python|DL|NLP,4,Data Science,0,Beginner,10,5,45,Data Science Intern
7571,6.69,HTML|CSS|Bootstrap,3,Web Development,3,Advanced,9,4,90,Full Stack Intern
7572,7.55,Python|AI|Deep Learning,1,Web Development,3,Advanced,8,2,50,Frontend Intern
7573,8.24,Python|AI|Deep Learning,5,Web Development,5,Advanced,6,2,39,Frontend Intern
7574,8.45,Python|AI|Deep Learning,6,Web Development,0,Beginner,7,0,51,Full Stack Intern
7575,7.69,Python|SQL|Tableau,4,Machine Learning,0,Beginner,5,5,69,ML Intern
7576,6.76,Python|AI|Deep Learning,2,Data Science,2,Advanced,10,2,61,Data Science Intern
7577,6.93,C++|DSA,6,Software Development,5,Intermediate,4,2,53,SDE Intern
7578,8.39,Python|DL|NLP,1,Data Analysis,4,Intermediate,7,5,80,Data Analyst Intern
7579,6.49,C++|DSA,2,Software Development,2,Intermediate,6,3,83,SDE Intern
7580,8.37,Python|ML|Pandas,5,Software Development,5,Beginner,4,5,73,SDE Intern
7581,7.35,React|Node.js,1,Data Science,3,Beginner,8,3,31,Data Science Intern
7582,7.97,HTML|CSS|JS,1,AI,4,Advanced,4,1,33,AI Intern
7583,6.0,Python|AI|Deep Learning,1,Software Development,0,Intermediate,9,0,85,SDE Intern
7584,6.83,HTML|CSS|JS,5,Software Development,2,Beginner,7,2,68,SDE Intern
7585,7.57,Python|SQL|Tableau,5,Software Development,0,Beginner,5,3,33,SDE Intern
7586,8.37,Python|ML|Pandas,2,Machine Learning,2,Intermediate,10,1,46,ML Intern
7587,8.71,C|C++|DSA,4,Web Development,1,Advanced,8,0,77,Frontend Intern
7588,9.15,Python|SQL|Tableau,2,Machine Learning,1,Advanced,8,2,79,ML Intern
7589,7.98,Python|AI|Deep Learning,1,AI,5,Intermediate,10,5,96,AI Intern
7590,6.35,Python|ML|Pandas,6,Web Development,0,Advanced,9,0,70,Full Stack Intern
7591,8.1,Python|ML|Pandas,1,Web Development,4,Beginner,5,1,79,Frontend Intern
7592,8.76,Python|AI|Deep Learning,1,AI,4,Intermediate,6,3,41,AI Intern
7593,8.7,React|Node.js,2,Machine Learning,2,Beginner,5,3,73,ML Intern
7594,6.79,Python|SQL|Tableau,4,AI,1,Intermediate,4,5,94,AI Intern
7595,8.78,Python|ML|Pandas,1,Data Science,1,Beginner,6,5,62,Data Science Intern
7596,7.19,React|Node.js,1,Machine Learning,4,Beginner,8,2,49,ML Intern
7597,9.78,Python|ML|Pandas,1,Data Science,2,Beginner,5,1,75,Data Science Intern
7598,8.58,C++|DSA,6,Machine Learning,1,Beginner,4,2,99,ML Intern
7599,8.31,React|Node.js,5,Data Science,2,Beginner,6,5,74,Data Science Intern
7600,6.88,Python|DL|NLP,1,Machine Learning,2,Beginner,5,0,59,ML Intern
7601,8.31,HTML|CSS|Bootstrap,5,Web Development,1,Intermediate,10,0,47,Frontend Intern
7602,8.49,Python|ML|Data Analysis,4,Web Development,2,Advanced,5,0,71,Full Stack Intern
7603,6.14,HTML|CSS|JS,1,AI,1,Advanced,4,2,78,AI Intern
7604,8.84,Python|ML|Pandas,6,Data Science,4,Advanced,7,5,40,Data Science Intern
7605,8.82,React|Node.js,6,Web Development,2,Beginner,9,1,68,Full Stack Intern
7606,7.3,Python|SQL|Tableau,1,Data Analysis,4,Beginner,5,1,46,Data Analyst Intern
7607,7.86,Python|SQL|Tableau,1,AI,0,Intermediate,8,4,69,AI Intern
7608,6.03,HTML|CSS|Bootstrap,6,AI,0,Intermediate,5,0,57,AI Intern
7609,7.45,HTML|CSS|Bootstrap,6,Machine Learning,5,Intermediate,9,0,67,ML Intern
7610,8.75,Python|SQL|Tableau,6,Software Development,0,Intermediate,10,1,48,SDE Intern
7611,7.59,Python|ML|Pandas,1,Data Science,3,Beginner,4,2,93,Data Science Intern
7612,8.28,C|C++|DSA,3,Data Analysis,1,Intermediate,9,5,31,Data Analyst Intern
7613,7.12,Python|AI|Deep Learning,4,Machine Learning,2,Intermediate,10,5,41,ML Intern
7614,9.3,C++|DSA,5,Data Analysis,2,Beginner,5,5,71,Data Analyst Intern
7615,9.34,C++|DSA,5,AI,3,Intermediate,7,3,81,AI Intern
7616,9.72,Python|DL|NLP,3,Web Development,3,Beginner,9,0,91,Frontend Intern
7617,7.81,Python|ML|Data Analysis,1,Software Development,2,Advanced,8,3,77,SDE Intern
7618,7.12,Python|DL|NLP,1,Software Development,2,Advanced,4,5,43,SDE Intern
7619,8.65,C|C++|DSA,1,Web Development,4,Intermediate,6,1,58,Full Stack Intern
7620,6.87,Python|ML|Data Analysis,1,Web Development,0,Advanced,9,2,85,Frontend Intern
7621,9.02,Python|ML|Pandas,1,Data Analysis,4,Advanced,10,2,67,Data Analyst Intern
7622,7.3,Python|DL|NLP,5,Web Development,2,Intermediate,6,1,42,Frontend Intern
7623,6.57,React|Node.js,3,Machine Learning,5,Beginner,9,2,31,ML Intern
7624,9.28,React|Node.js,3,Data Science,5,Advanced,9,5,81,Data Science Intern
7625,7.84,React|Node.js,3,Data Analysis,0,Intermediate,10,2,75,Data Analyst Intern
7626,8.59,React|Node.js,1,Web Development,2,Intermediate,8,0,51,Frontend Intern
7627,6.93,React|Node.js,2,Web Development,1,Advanced,4,1,35,Frontend Intern
7628,7.35,Python|DL|NLP,1,Web Development,3,Intermediate,8,0,87,Frontend Intern
7629,8.66,Python|SQL|Tableau,2,Data Science,0,Intermediate,6,5,72,Data Science Intern
7630,7.68,C++|DSA,3,Machine Learning,4,Beginner,7,3,66,ML Intern
7631,9.34,HTML|CSS|JS,5,Data Science,2,Intermediate,9,0,42,Data Science Intern
7632,7.0,C++|DSA,3,Data Science,2,Beginner,9,4,45,Data Science Intern
7633,6.87,HTML|CSS|JS,5,AI,3,Intermediate,9,0,96,AI Intern
7634,6.94,Python|ML|Pandas,5,Data Analysis,2,Advanced,9,3,63,Data Analyst Intern
7635,8.08,C|C++|DSA,1,Data Science,0,Advanced,7,5,60,Data Science Intern
7636,8.11,HTML|CSS|Bootstrap,6,Data Science,1,Beginner,8,0,95,Data Science Intern
7637,9.43,HTML|CSS|JS,3,Machine Learning,4,Advanced,10,4,77,ML Intern
7638,9.41,C++|DSA,5,AI,1,Beginner,9,5,45,AI Intern
7639,6.1,React|Node.js,3,Data Analysis,1,Advanced,10,1,40,Data Analyst Intern
7640,7.29,React|Node.js,4,Data Science,2,Beginner,8,3,38,Data Science Intern
7641,8.54,Python|AI|Deep Learning,6,Machine Learning,0,Intermediate,8,4,78,ML Intern
7642,8.09,C|C++|DSA,4,Web Development,2,Beginner,9,3,47,Frontend Intern
7643,7.93,React|Node.js,2,Data Science,1,Advanced,9,4,100,Data Science Intern
7644,7.58,Python|ML|Pandas,1,AI,1,Beginner,6,4,62,AI Intern
7645,7.22,HTML|CSS|Bootstrap,1,Web Development,1,Beginner,7,0,46,Frontend Intern
7646,6.47,HTML|CSS|Bootstrap,5,Data Science,5,Beginner,4,2,90,Data Science Intern
7647,8.72,HTML|CSS|Bootstrap,2,Data Science,0,Advanced,6,2,30,Data Science Intern
7648,6.52,HTML|CSS|Bootstrap,3,Data Analysis,1,Intermediate,7,0,41,Data Analyst Intern
7649,7.96,Python|ML|Pandas,4,Machine Learning,0,Intermediate,9,5,86,ML Intern
7650,8.84,Python|ML|Data Analysis,4,Data Science,4,Intermediate,5,5,87,Data Science Intern
7651,9.22,Python|SQL|Tableau,2,Software Development,0,Intermediate,9,4,73,SDE Intern
7652,7.39,C|C++|DSA,3,AI,2,Beginner,4,4,54,AI Intern
7653,7.67,Python|ML|Data Analysis,4,AI,2,Advanced,4,3,65,AI Intern
7654,9.47,HTML|CSS|Bootstrap,3,Software Development,0,Advanced,4,5,66,SDE Intern
7655,7.38,HTML|CSS|Bootstrap,1,AI,0,Intermediate,9,5,39,AI Intern
7656,6.62,HTML|CSS|Bootstrap,5,Software Development,1,Intermediate,4,0,83,SDE Intern
7657,9.66,Python|DL|NLP,3,AI,0,Advanced,4,1,32,AI Intern
7658,9.11,Python|SQL|Tableau,1,AI,2,Advanced,9,3,48,AI Intern
7659,9.67,C++|DSA,5,Software Development,5,Advanced,8,3,87,SDE Intern
7660,9.57,C|C++|DSA,3,Software Development,5,Intermediate,4,0,88,SDE Intern
7661,7.65,Python|DL|NLP,4,Data Analysis,1,Intermediate,8,2,86,Data Analyst Intern
7662,8.92,HTML|CSS|JS,2,Web Development,5,Beginner,9,3,81,Full Stack Intern
7663,8.1,HTML|CSS|Bootstrap,4,Software Development,0,Advanced,10,4,69,SDE Intern
7664,9.53,React|Node.js,4,Machine Learning,3,Advanced,5,5,34,ML Intern
7665,7.67,HTML|CSS|JS,3,Machine Learning,0,Beginner,6,0,32,ML Intern
7666,9.19,Python|ML|Pandas,4,Machine Learning,5,Advanced,4,1,49,ML Intern
7667,6.82,C++|DSA,4,AI,2,Intermediate,5,5,49,AI Intern
7668,9.02,C++|DSA,6,Web Development,2,Intermediate,4,0,72,Frontend Intern
7669,7.34,HTML|CSS|JS,1,Software Development,0,Intermediate,6,4,87,SDE Intern
7670,6.84,Python|ML|Data Analysis,3,Data Analysis,2,Intermediate,9,4,59,Data Analyst Intern
7671,7.76,Python|ML|Pandas,6,Web Development,3,Intermediate,7,1,100,Full Stack Intern
7672,9.71,HTML|CSS|JS,1,Software Development,2,Advanced,9,1,66,SDE Intern
7673,8.64,React|Node.js,3,Machine Learning,1,Beginner,4,3,41,ML Intern
7674,7.11,C++|DSA,6,Machine Learning,3,Advanced,9,4,71,ML Intern
7675,7.76,Python|SQL|Tableau,4,Web Development,0,Advanced,8,1,39,Full Stack Intern
7676,9.53,HTML|CSS|Bootstrap,4,Web Development,5,Intermediate,10,4,31,Full Stack Intern
7677,7.22,Python|SQL|Tableau,1,Data Science,0,Beginner,4,0,100,Data Science Intern
7678,7.65,Python|SQL|Tableau,5,Software Development,4,Intermediate,8,1,69,SDE Intern
7679,8.78,C++|DSA,1,Software Development,0,Advanced,9,3,62,SDE Intern
7680,6.45,React|Node.js,5,Machine Learning,2,Intermediate,7,0,73,ML Intern
7681,7.79,Python|ML|Data Analysis,4,Web Development,1,Beginner,8,1,40,Frontend Intern
7682,7.64,C++|DSA,4,Web Development,4,Intermediate,9,5,51,Frontend Intern
7683,6.69,Python|AI|Deep Learning,4,Web Development,1,Advanced,5,2,97,Frontend Intern
7684,7.02,Python|ML|Pandas,3,Data Science,5,Beginner,6,1,55,Data Science Intern
7685,6.4,HTML|CSS|Bootstrap,1,Software Development,1,Advanced,8,0,60,SDE Intern
7686,6.84,React|Node.js,3,AI,0,Advanced,8,0,90,AI Intern
7687,6.05,Python|SQL|Tableau,1,Software Development,0,Intermediate,4,2,41,SDE Intern
7688,8.33,Python|SQL|Tableau,6,Data Analysis,1,Intermediate,9,1,83,Data Analyst Intern
7689,7.5,React|Node.js,2,Software Development,0,Intermediate,6,4,68,SDE Intern
7690,8.3,Python|AI|Deep Learning,1,Data Science,1,Advanced,10,3,50,Data Science Intern
7691,7.79,Python|ML|Pandas,6,Machine Learning,0,Advanced,8,5,68,ML Intern
7692,6.62,HTML|CSS|JS,6,Data Analysis,1,Intermediate,7,5,88,Data Analyst Intern
7693,6.6,HTML|CSS|Bootstrap,5,Web Development,4,Advanced,7,4,58,Full Stack Intern
7694,9.28,Python|DL|NLP,5,Software Development,1,Advanced,5,5,69,SDE Intern
7695,9.68,HTML|CSS|Bootstrap,5,Data Analysis,0,Advanced,5,4,84,Data Analyst Intern
7696,9.54,Python|AI|Deep Learning,2,Web Development,0,Advanced,6,5,41,Frontend Intern
7697,8.69,C|C++|DSA,4,Data Science,1,Beginner,6,3,65,Data Science Intern
7698,8.53,Python|SQL|Tableau,5,AI,4,Beginner,5,2,37,AI Intern
7699,8.06,C++|DSA,3,AI,1,Beginner,9,2,63,AI Intern
7700,7.06,Python|ML|Data Analysis,1,Data Analysis,5,Intermediate,10,3,30,Data Analyst Intern
7701,9.75,HTML|CSS|Bootstrap,2,Software Development,3,Beginner,8,2,64,SDE Intern
7702,8.82,HTML|CSS|Bootstrap,4,Web Development,4,Advanced,4,5,72,Full Stack Intern
7703,8.89,Python|AI|Deep Learning,4,Data Science,3,Advanced,5,1,71,Data Science Intern
7704,7.46,React|Node.js,1,Data Science,3,Advanced,5,2,75,Data Science Intern
7705,9.16,Python|DL|NLP,4,Data Science,1,Intermediate,10,3,100,Data Science Intern
7706,8.48,Python|DL|NLP,4,Machine Learning,1,Intermediate,6,4,41,ML Intern
7707,6.69,React|Node.js,4,Web Development,2,Advanced,8,3,86,Frontend Intern
7708,6.52,HTML|CSS|Bootstrap,3,Machine Learning,4,Beginner,8,4,48,ML Intern
7709,9.6,Python|AI|Deep Learning,5,AI,5,Intermediate,9,1,49,AI Intern
7710,8.4,Python|ML|Pandas,4,Machine Learning,5,Intermediate,5,4,62,ML Intern
7711,9.32,HTML|CSS|JS,5,Data Science,1,Advanced,4,3,63,Data Science Intern
7712,6.92,HTML|CSS|Bootstrap,3,Software Development,1,Intermediate,5,5,71,SDE Intern
7713,9.21,React|Node.js,5,Data Science,3,Intermediate,7,3,61,Data Science Intern
7714,6.64,React|Node.js,3,Software Development,4,Beginner,7,5,67,SDE Intern
7715,6.34,React|Node.js,6,Data Science,4,Intermediate,8,5,88,Data Science Intern
7716,8.08,Python|DL|NLP,3,AI,3,Intermediate,10,1,80,AI Intern
7717,8.04,HTML|CSS|Bootstrap,2,Data Science,3,Advanced,5,4,47,Data Science Intern
7718,8.21,Python|AI|Deep Learning,3,Machine Learning,2,Advanced,8,1,44,ML Intern
7719,7.03,C|C++|DSA,4,Data Science,4,Advanced,5,4,80,Data Science Intern
7720,6.08,Python|SQL|Tableau,2,Software Development,5,Beginner,9,3,83,SDE Intern
7721,7.3,Python|AI|Deep Learning,5,Machine Learning,4,Intermediate,9,2,79,ML Intern
7722,8.5,Python|ML|Pandas,1,Machine Learning,2,Beginner,5,2,83,ML Intern
7723,7.09,C|C++|DSA,3,AI,1,Beginner,8,0,66,AI Intern
7724,7.85,Python|ML|Pandas,6,AI,5,Intermediate,9,2,42,AI Intern
7725,7.4,HTML|CSS|JS,6,Software Development,3,Beginner,6,0,45,SDE Intern
7726,6.61,Python|DL|NLP,2,Software Development,1,Beginner,4,0,53,SDE Intern
7727,8.57,Python|ML|Data Analysis,4,AI,4,Beginner,4,2,82,AI Intern
7728,9.59,HTML|CSS|Bootstrap,5,Web Development,1,Advanced,4,3,96,Full Stack Intern
7729,8.86,React|Node.js,1,AI,5,Beginner,5,1,67,AI Intern
7730,7.86,React|Node.js,3,Web Development,3,Advanced,7,1,30,Frontend Intern
7731,6.06,C|C++|DSA,6,Data Science,1,Advanced,10,4,43,Data Science Intern
7732,9.32,Python|ML|Pandas,2,Data Analysis,2,Advanced,5,3,85,Data Analyst Intern
7733,9.54,C++|DSA,2,Data Science,0,Advanced,5,5,50,Data Science Intern
7734,8.81,Python|AI|Deep Learning,4,Data Analysis,5,Advanced,9,2,66,Data Analyst Intern
7735,8.14,Python|SQL|Tableau,4,AI,0,Advanced,10,1,48,AI Intern
7736,8.83,C|C++|DSA,2,Machine Learning,3,Intermediate,5,4,38,ML Intern
7737,9.47,Python|AI|Deep Learning,5,Web Development,4,Beginner,10,5,74,Frontend Intern
7738,9.48,React|Node.js,1,Web Development,3,Advanced,10,1,43,Full Stack Intern
7739,9.53,C++|DSA,3,Machine Learning,2,Advanced,5,4,72,ML Intern
7740,6.55,C++|DSA,1,Machine Learning,3,Advanced,10,1,94,ML Intern
7741,7.61,C++|DSA,5,Machine Learning,5,Advanced,8,5,33,ML Intern
7742,6.51,Python|ML|Pandas,5,Software Development,2,Intermediate,8,1,64,SDE Intern
7743,7.37,Python|ML|Data Analysis,5,Software Development,4,Advanced,8,5,45,SDE Intern
7744,6.88,HTML|CSS|JS,6,Software Development,4,Intermediate,10,2,83,SDE Intern
7745,7.54,Python|ML|Pandas,3,Software Development,4,Beginner,7,3,42,SDE Intern
7746,9.09,Python|AI|Deep Learning,6,Software Development,1,Intermediate,4,5,55,SDE Intern
7747,9.35,Python|SQL|Tableau,4,Machine Learning,1,Advanced,9,5,71,ML Intern
7748,6.42,React|Node.js,2,Data Analysis,3,Beginner,5,1,64,Data Analyst Intern
7749,9.3,Python|DL|NLP,6,AI,1,Intermediate,5,3,65,AI Intern
7750,8.04,Python|ML|Data Analysis,6,Data Science,1,Intermediate,10,5,54,Data Science Intern
7751,7.24,Python|SQL|Tableau,1,Machine Learning,1,Beginner,5,1,63,ML Intern
7752,8.44,HTML|CSS|Bootstrap,5,Machine Learning,5,Beginner,6,0,74,ML Intern
7753,9.43,Python|SQL|Tableau,2,AI,4,Beginner,8,4,39,AI Intern
7754,8.95,Python|ML|Data Analysis,6,AI,2,Advanced,8,3,83,AI Intern
7755,8.36,Python|ML|Data Analysis,3,Machine Learning,0,Advanced,10,1,85,ML Intern
7756,9.34,React|Node.js,6,Data Analysis,0,Advanced,8,5,67,Data Analyst Intern
7757,7.03,C++|DSA,5,Data Analysis,4,Intermediate,5,4,44,Data Analyst Intern
7758,9.42,Python|DL|NLP,6,Data Analysis,0,Intermediate,5,5,31,Data Analyst Intern
7759,8.72,C|C++|DSA,6,Data Analysis,3,Intermediate,4,1,77,Data Analyst Intern
7760,7.27,C++|DSA,4,Data Analysis,5,Beginner,6,1,32,Data Analyst Intern
7761,8.23,C|C++|DSA,1,AI,0,Intermediate,4,1,77,AI Intern
7762,8.46,Python|AI|Deep Learning,4,Software Development,5,Advanced,7,5,93,SDE Intern
7763,8.53,Python|SQL|Tableau,4,Data Science,2,Intermediate,4,1,94,Data Science Intern
7764,7.88,C++|DSA,1,Data Analysis,0,Intermediate,9,4,36,Data Analyst Intern
7765,7.49,Python|DL|NLP,1,AI,2,Intermediate,10,5,93,AI Intern
7766,8.51,Python|SQL|Tableau,1,Software Development,2,Beginner,7,3,96,SDE Intern
7767,9.74,Python|DL|NLP,6,Data Science,1,Advanced,5,0,40,Data Science Intern
7768,9.77,C++|DSA,6,Data Science,5,Advanced,4,4,69,Data Science Intern
7769,9.39,Python|ML|Pandas,5,AI,2,Advanced,7,5,30,AI Intern
7770,7.6,React|Node.js,6,Data Science,5,Advanced,7,1,75,Data Science Intern
7771,6.88,Python|ML|Data Analysis,5,Web Development,0,Beginner,4,4,79,Frontend Intern
7772,8.21,Python|AI|Deep Learning,4,Web Development,0,Beginner,7,2,39,Frontend Intern
7773,6.33,HTML|CSS|JS,4,Machine Learning,3,Intermediate,7,2,63,ML Intern
7774,9.55,Python|ML|Data Analysis,3,AI,4,Beginner,9,3,70,AI Intern
7775,6.77,HTML|CSS|Bootstrap,5,Machine Learning,0,Beginner,10,5,82,ML Intern
7776,7.95,React|Node.js,4,Machine Learning,3,Beginner,7,5,69,ML Intern
7777,8.27,Python|ML|Pandas,2,Data Analysis,5,Beginner,10,5,99,Data Analyst Intern
7778,6.49,C|C++|DSA,1,Web Development,2,Beginner,5,5,83,Frontend Intern
7779,7.42,HTML|CSS|Bootstrap,2,Machine Learning,1,Intermediate,4,0,69,ML Intern
7780,7.92,Python|DL|NLP,6,AI,1,Beginner,4,1,81,AI Intern
7781,8.15,Python|SQL|Tableau,4,AI,0,Advanced,5,4,34,AI Intern
7782,8.68,C|C++|DSA,2,Software Development,0,Intermediate,10,3,99,SDE Intern
7783,7.31,C++|DSA,3,Data Analysis,1,Beginner,8,4,99,Data Analyst Intern
7784,6.61,C++|DSA,5,Machine Learning,4,Advanced,5,1,33,ML Intern
7785,7.57,Python|DL|NLP,3,Machine Learning,0,Beginner,5,4,53,ML Intern
7786,7.87,Python|DL|NLP,4,Data Science,4,Advanced,9,2,100,Data Science Intern
7787,7.45,Python|DL|NLP,3,Software Development,0,Advanced,9,1,40,SDE Intern
7788,6.68,React|Node.js,4,Web Development,0,Beginner,6,5,52,Full Stack Intern
7789,7.61,Python|ML|Data Analysis,1,AI,1,Intermediate,6,3,68,AI Intern
7790,9.03,C|C++|DSA,1,Web Development,1,Beginner,4,0,87,Full Stack Intern
7791,7.38,HTML|CSS|JS,5,Data Analysis,2,Intermediate,4,1,88,Data Analyst Intern
7792,7.78,C|C++|DSA,3,Software Development,4,Beginner,10,2,44,SDE Intern
7793,6.61,HTML|CSS|JS,3,Web Development,3,Beginner,6,4,38,Full Stack Intern
7794,9.43,Python|ML|Pandas,4,Data Analysis,1,Beginner,10,4,47,Data Analyst Intern
7795,7.35,HTML|CSS|Bootstrap,3,Machine Learning,2,Advanced,5,0,60,ML Intern
7796,6.77,React|Node.js,2,Data Science,1,Advanced,10,4,48,Data Science Intern
7797,7.02,HTML|CSS|Bootstrap,1,Machine Learning,3,Intermediate,10,0,45,ML Intern
7798,7.64,Python|ML|Pandas,2,AI,4,Beginner,4,5,83,AI Intern
7799,6.2,HTML|CSS|JS,4,Web Development,4,Intermediate,10,3,41,Frontend Intern
7800,6.48,Python|AI|Deep Learning,4,Web Development,4,Advanced,4,0,77,Full Stack Intern
7801,8.99,Python|DL|NLP,4,Machine Learning,2,Beginner,4,1,59,ML Intern
7802,8.26,Python|DL|NLP,3,Data Science,3,Beginner,6,4,77,Data Science Intern
7803,6.74,Python|ML|Pandas,5,Data Analysis,2,Advanced,4,3,35,Data Analyst Intern
7804,9.37,C|C++|DSA,6,Software Development,0,Intermediate,9,3,67,SDE Intern
7805,6.37,Python|SQL|Tableau,1,Web Development,0,Advanced,10,3,58,Full Stack Intern
7806,6.74,HTML|CSS|JS,3,Machine Learning,2,Intermediate,10,0,88,ML Intern
7807,9.1,Python|AI|Deep Learning,4,Software Development,5,Advanced,5,5,79,SDE Intern
7808,6.81,Python|DL|NLP,2,Data Science,3,Beginner,8,1,80,Data Science Intern
7809,8.97,Python|ML|Pandas,2,AI,4,Beginner,6,5,59,AI Intern
7810,9.08,HTML|CSS|JS,6,Machine Learning,0,Advanced,10,2,89,ML Intern
7811,9.38,React|Node.js,6,Web Development,0,Advanced,6,1,74,Frontend Intern
7812,6.98,Python|DL|NLP,6,Software Development,0,Intermediate,7,0,95,SDE Intern
7813,9.28,React|Node.js,1,Data Analysis,2,Intermediate,7,1,100,Data Analyst Intern
7814,9.28,C++|DSA,5,Web Development,4,Beginner,9,1,72,Frontend Intern
7815,6.14,C++|DSA,6,Web Development,2,Beginner,5,4,100,Full Stack Intern
7816,7.26,Python|SQL|Tableau,4,Data Analysis,4,Beginner,5,2,96,Data Analyst Intern
7817,9.28,Python|DL|NLP,2,Software Development,2,Intermediate,7,0,37,SDE Intern
7818,7.02,HTML|CSS|Bootstrap,4,Machine Learning,1,Intermediate,4,3,91,ML Intern
7819,8.73,Python|SQL|Tableau,2,Web Development,1,Advanced,9,0,57,Frontend Intern
7820,7.68,HTML|CSS|JS,4,Data Science,0,Advanced,6,4,67,Data Science Intern
7821,8.95,C++|DSA,2,Data Analysis,0,Beginner,4,1,60,Data Analyst Intern
7822,6.27,Python|SQL|Tableau,4,Data Analysis,4,Intermediate,4,1,72,Data Analyst Intern
7823,9.66,Python|AI|Deep Learning,3,Data Science,4,Intermediate,10,2,98,Data Science Intern
7824,9.66,C++|DSA,5,Data Analysis,1,Beginner,9,2,95,Data Analyst Intern
7825,9.03,Python|ML|Data Analysis,2,Data Analysis,3,Advanced,9,4,53,Data Analyst Intern
7826,7.14,React|Node.js,2,Software Development,1,Beginner,7,0,94,SDE Intern
7827,6.41,HTML|CSS|Bootstrap,2,Software Development,1,Advanced,5,2,33,SDE Intern
7828,6.6,Python|ML|Pandas,4,Data Science,2,Advanced,8,5,45,Data Science Intern
7829,6.1,C++|DSA,6,AI,0,Advanced,8,0,42,AI Intern
7830,7.16,HTML|CSS|JS,6,AI,4,Advanced,4,1,43,AI Intern
7831,8.9,HTML|CSS|Bootstrap,1,Software Development,0,Beginner,5,1,64,SDE Intern
7832,9.7,Python|SQL|Tableau,5,Machine Learning,2,Intermediate,10,4,75,ML Intern
7833,6.26,Python|ML|Pandas,5,Software Development,0,Advanced,6,4,98,SDE Intern
7834,7.58,React|Node.js,5,Web Development,2,Beginner,6,2,50,Frontend Intern
7835,8.99,React|Node.js,2,Machine Learning,3,Beginner,6,0,33,ML Intern
7836,6.79,C|C++|DSA,3,AI,4,Intermediate,6,5,84,AI Intern
7837,8.73,HTML|CSS|Bootstrap,2,Web Development,5,Advanced,4,0,96,Frontend Intern
7838,9.52,Python|AI|Deep Learning,2,Data Analysis,2,Beginner,8,3,95,Data Analyst Intern
7839,7.12,Python|ML|Pandas,1,Software Development,1,Intermediate,5,5,89,SDE Intern
7840,7.24,Python|AI|Deep Learning,4,Machine Learning,2,Advanced,9,1,65,ML Intern
7841,8.78,HTML|CSS|Bootstrap,5,Machine Learning,3,Beginner,9,5,50,ML Intern
7842,7.68,HTML|CSS|Bootstrap,4,Data Analysis,4,Beginner,6,3,44,Data Analyst Intern
7843,6.99,React|Node.js,4,Software Development,3,Intermediate,8,3,89,SDE Intern
7844,9.78,Python|AI|Deep Learning,5,Data Analysis,4,Advanced,7,5,32,Data Analyst Intern
7845,9.12,Python|ML|Data Analysis,3,Web Development,2,Beginner,9,1,72,Full Stack Intern
7846,8.63,Python|DL|NLP,3,Data Science,0,Advanced,7,4,91,Data Science Intern
7847,6.53,Python|ML|Data Analysis,3,Data Analysis,5,Beginner,10,2,55,Data Analyst Intern
7848,7.15,Python|SQL|Tableau,2,Data Science,4,Beginner,10,2,43,Data Science Intern
7849,6.43,Python|ML|Data Analysis,1,Data Analysis,2,Beginner,4,2,43,Data Analyst Intern
7850,6.4,HTML|CSS|Bootstrap,6,AI,5,Intermediate,8,0,52,AI Intern
7851,8.43,C++|DSA,6,Data Analysis,5,Intermediate,7,0,34,Data Analyst Intern
7852,6.74,Python|ML|Pandas,6,Software Development,1,Intermediate,7,5,86,SDE Intern
7853,9.13,Python|ML|Data Analysis,4,Web Development,2,Beginner,8,5,76,Frontend Intern
7854,9.06,React|Node.js,6,Data Analysis,2,Advanced,5,0,88,Data Analyst Intern
7855,7.04,C++|DSA,2,Web Development,0,Beginner,7,5,67,Frontend Intern
7856,8.45,Python|DL|NLP,3,Data Analysis,3,Advanced,4,5,86,Data Analyst Intern
7857,7.55,HTML|CSS|Bootstrap,3,Web Development,4,Advanced,8,4,37,Full Stack Intern
7858,6.94,Python|DL|NLP,2,Data Science,5,Advanced,9,1,62,Data Science Intern
7859,9.49,Python|SQL|Tableau,5,AI,5,Advanced,10,4,42,AI Intern
7860,6.04,C|C++|DSA,2,Machine Learning,4,Intermediate,10,4,46,ML Intern
7861,7.19,Python|SQL|Tableau,2,Web Development,5,Advanced,5,2,57,Frontend Intern
7862,6.46,Python|ML|Pandas,4,Data Science,3,Intermediate,9,1,37,Data Science Intern
7863,9.14,Python|SQL|Tableau,1,AI,3,Advanced,10,0,69,AI Intern
7864,6.99,C++|DSA,2,Machine Learning,1,Beginner,9,4,87,ML Intern
7865,7.69,C++|DSA,5,Machine Learning,5,Advanced,8,4,90,ML Intern
7866,9.46,Python|ML|Pandas,4,Machine Learning,2,Beginner,10,1,33,ML Intern
7867,6.81,HTML|CSS|JS,1,Software Development,4,Intermediate,8,0,59,SDE Intern
7868,7.94,Python|AI|Deep Learning,4,Data Science,2,Beginner,10,4,67,Data Science Intern
7869,8.17,HTML|CSS|JS,6,AI,2,Intermediate,8,3,75,AI Intern
7870,6.2,Python|ML|Data Analysis,6,Software Development,4,Intermediate,10,4,58,SDE Intern
7871,7.71,HTML|CSS|JS,3,Web Development,1,Intermediate,9,4,59,Full Stack Intern
