Student_ID,Study_Hours,Attendance,Previous_GPA,Assignments_Completed,Class_Participation,Sleep_Hours,Internet_Usage,Extra_Activities,Stress_Level,Mock_Test_Score,Final_GPA,Performance
2443,9,96,4.18,5,3,8,7,0,3,58,7.76,Good
2444,2,93,7.37,5,2,8,2,1,8,77,5.86,Poor
2445,9,58,7.94,8,6,6,7,1,5,73,8.29,Good
2446,5,89,6.29,4,3,6,6,0,7,48,6.27,Average
2447,8,99,8.17,4,1,4,5,0,4,69,8.02,Good
2448,2,72,5.25,5,5,6,3,0,8,71,5.27,Poor
2449,6,99,5.22,8,2,4,4,1,4,52,7.18,Good
2450,3,62,4.89,5,2,7,1,0,5,57,5.16,Poor
2451,5,81,6.05,4,4,5,4,1,1,83,7.09,Good
2452,8,99,8.66,9,4,4,7,0,8,92,8.73,Excellent
2453,1,64,8.55,6,4,4,5,1,7,61,5.47,Poor
2454,5,85,6.11,4,7,7,6,1,5,43,6.69,Average
2455,3,98,7.24,9,1,8,3,0,6,99,6.93,Average
2456,4,54,7.96,6,8,8,1,1,1,62,7.03,Good
2457,2,71,5.33,10,9,8,3,1,8,46,5.9,Poor
2458,9,65,4.92,7,6,4,3,0,9,83,7.44,Good
2459,3,90,9.35,8,4,4,6,1,5,94,7.44,Good
2460,2,59,7.4,9,6,6,5,0,7,50,5.82,Poor
2461,9,73,9.4,7,7,6,4,0,4,78,9.01,Excellent
2462,7,67,5.86,4,6,5,3,0,6,97,7.21,Good
2463,6,98,7.87,10,1,5,7,1,2,98,8.42,Good
2464,1,67,5.22,8,5,6,7,1,4,81,5.66,Poor
2465,5,56,5.44,9,8,4,3,0,5,80,6.94,Average
2466,3,53,6.82,10,8,7,3,1,9,73,6.21,Average
2467,1,75,5.76,4,9,6,1,0,9,44,5.07,Poor
2468,4,54,4.92,8,4,4,3,0,8,81,5.73,Poor
2469,2,65,5.45,8,6,6,7,0,4,64,5.89,Poor
2470,2,84,4.2,4,7,8,3,1,6,67,5.55,Poor
2471,3,75,7.87,4,5,6,5,1,7,53,5.96,Poor
2472,8,67,6.71,10,8,8,7,1,1,66,8.64,Excellent
2473,8,78,4.52,10,3,4,3,0,1,55,7.83,Good
2474,7,72,4.94,9,8,8,6,0,4,66,7.71,Good
2475,6,63,4.56,8,5,6,6,1,3,41,6.62,Average
2476,9,64,7.37,9,1,8,7,1,4,58,7.85,Good
2477,4,98,4.52,10,6,7,3,0,9,62,6.63,Average
2478,1,82,8.15,8,2,8,6,0,2,80,6.42,Average
2479,8,74,4.11,9,7,8,5,0,4,53,7.65,Good
2480,7,70,5.37,4,9,5,1,0,7,86,7.26,Good
2481,7,66,8.9,4,3,7,6,1,2,90,7.82,Good
2482,3,72,7.95,5,4,4,7,1,8,65,5.94,Poor
2483,4,92,4.4,10,4,8,6,0,4,47,6.63,Average
2484,9,66,8.52,9,4,7,4,0,9,66,8.0,Good
2485,6,63,6.71,5,3,4,5,1,1,86,7.19,Good
2486,5,78,8.66,5,5,7,6,0,7,79,7.11,Good
2487,3,69,7.3,7,9,5,1,0,1,67,7.14,Good
2488,9,79,7.75,8,8,4,4,1,9,43,8.17,Good
2489,5,68,9.46,6,2,4,7,1,1,98,7.65,Good
2490,5,88,5.28,7,9,8,7,1,3,77,7.61,Good
2491,4,62,7.43,10,2,6,3,0,7,50,6.18,Average
2492,4,67,6.53,8,7,4,5,0,1,83,7.3,Good
2493,1,72,4.22,6,5,4,6,1,5,63,5.09,Poor
2494,7,95,4.08,5,7,5,3,1,6,67,7.31,Good
2495,9,82,4.66,6,5,5,5,0,3,80,8.08,Good
2496,3,88,7.57,4,6,5,7,0,6,57,6.39,Average
2497,2,89,7.12,10,8,8,4,0,4,88,7.31,Good
2498,3,67,7.04,4,1,4,6,1,6,60,5.42,Poor
2499,1,58,4.18,9,1,5,7,1,6,65,4.63,Poor
2500,6,82,6.58,8,5,5,1,0,4,42,7.3,Good
2501,7,81,9.09,7,1,7,5,1,1,98,8.42,Good
2502,2,66,6.19,10,3,7,7,1,3,52,5.93,Poor
2503,8,68,7.44,5,9,5,7,1,7,77,7.93,Good
2504,6,76,8.29,10,7,8,1,0,2,67,8.36,Good
2505,4,55,8.31,8,6,6,3,0,4,53,6.73,Average
2506,5,84,6.86,5,8,7,7,1,6,98,7.46,Good
2507,8,86,8.72,4,8,7,3,0,5,40,8.18,Good
2508,3,83,6.15,10,6,4,4,1,6,67,6.7,Average
2509,3,69,8.89,7,4,4,4,1,5,98,6.88,Average
2510,4,74,5.32,7,4,5,2,0,9,75,5.95,Poor
2511,1,53,5.54,4,4,4,2,1,2,93,5.27,Poor
2512,9,59,4.29,6,6,4,4,1,4,89,7.65,Good
2513,8,59,8.38,7,1,6,6,1,1,50,7.68,Good
2514,8,73,6.29,6,2,8,3,1,7,82,7.27,Good
2515,6,70,5.26,5,6,5,1,1,1,79,7.27,Good
2516,7,60,5.27,7,1,6,7,1,6,43,6.23,Average
2517,6,76,8.96,9,9,5,7,0,9,73,7.96,Good
2518,9,65,8.59,4,6,8,4,1,2,40,8.13,Good
2519,3,75,7.04,10,7,5,6,0,1,95,7.58,Good
2520,3,79,7.39,6,1,4,1,0,3,49,6.1,Average
2521,3,98,6.61,9,8,8,2,0,6,56,7.08,Good
2522,3,65,6.15,5,5,6,1,0,7,46,5.46,Poor
2523,9,56,9.04,5,5,6,4,0,8,78,7.83,Good
2524,4,65,4.69,7,6,7,3,1,4,52,6.11,Average
2525,7,84,6.3,7,7,6,4,1,8,61,7.48,Good
2526,9,65,5.9,9,7,7,7,0,7,95,8.24,Good
2527,7,89,6.74,8,5,4,7,1,8,97,7.91,Good
2528,9,61,6.52,8,1,6,5,0,5,40,7.25,Good
2529,3,84,6.85,7,9,8,6,1,7,67,6.76,Average
2530,4,98,4.77,8,6,7,6,0,4,72,7.07,Good
2531,8,70,6.82,4,9,6,6,0,1,52,8.1,Good
2532,6,99,5.33,9,4,4,5,0,3,40,7.47,Good
2533,5,92,5.01,4,2,8,5,1,9,77,6.07,Average
2534,4,85,4.36,8,3,8,3,1,4,94,6.65,Average
2535,8,97,8.19,7,4,4,6,0,5,97,8.75,Excellent
2536,1,66,6.35,4,8,6,4,0,3,64,5.69,Poor
2537,9,81,7.45,5,3,5,5,1,6,81,8.03,Good
2538,1,90,8.0,10,8,6,4,1,4,60,6.94,Average
2539,8,55,7.74,7,6,7,2,0,5,72,7.79,Good
2540,4,73,6.59,9,4,7,6,0,7,96,6.78,Average
2541,9,76,6.13,6,7,6,5,0,7,76,8.02,Good
2542,5,69,6.07,6,5,7,5,1,9,93,6.47,Average
2543,3,74,7.52,7,5,5,3,0,2,96,7.08,Good
2544,9,51,6.72,8,9,5,4,1,4,73,8.3,Good
2545,9,58,8.67,4,3,8,3,1,8,42,7.15,Good
2546,4,77,8.81,4,4,7,3,0,4,69,6.83,Average
2547,4,87,4.94,7,5,6,4,1,3,94,7.0,Good
2548,8,52,4.75,5,1,8,2,0,6,42,6.06,Average
2549,2,69,7.47,9,7,5,4,0,3,57,6.59,Average
2550,9,55,5.66,8,8,8,2,1,2,62,8.16,Good
2551,6,88,4.1,5,6,4,3,0,9,47,6.3,Average
2552,9,82,8.89,7,9,7,2,1,3,48,9.09,Excellent
2553,8,50,5.25,7,3,6,6,1,1,41,7.0,Good
2554,7,86,9.11,5,2,5,2,0,9,41,7.09,Good
2555,1,55,7.95,6,5,8,2,1,5,66,5.52,Poor
2556,3,94,8.19,7,9,6,5,1,7,87,7.41,Good
2557,2,83,5.11,9,1,7,5,0,2,78,6.11,Average
2558,5,96,5.29,10,1,6,7,1,1,75,7.45,Good
2559,5,64,6.87,8,3,7,3,0,6,44,6.34,Average
2560,5,94,4.95,5,3,7,4,0,5,40,6.32,Average
2561,4,75,5.68,6,5,7,2,1,6,61,6.2,Average
2562,5,63,5.77,5,4,8,6,1,2,49,6.35,Average
2563,3,56,4.88,6,6,7,5,0,7,84,5.6,Poor
2564,1,95,5.13,6,8,6,4,1,1,63,6.4,Average
2565,5,80,8.34,9,8,4,6,0,8,98,7.87,Good
2566,9,73,4.92,8,4,6,2,1,7,54,7.41,Good
2567,9,80,4.16,7,1,8,4,0,7,72,7.18,Good
2568,4,78,7.46,6,7,7,7,0,6,89,7.08,Good
2569,3,91,9.37,7,6,4,6,1,5,62,7.24,Good
2570,1,81,5.82,8,5,8,1,1,9,53,5.28,Poor
2571,2,66,4.65,7,4,5,6,1,3,57,5.49,Poor
2572,8,63,7.14,9,6,5,6,0,9,64,7.55,Good
2573,1,89,8.98,9,8,5,2,0,5,61,6.92,Average
2574,8,85,8.31,4,6,4,4,1,8,83,8.01,Good
2575,7,97,7.42,9,3,6,2,1,3,83,8.46,Good
2576,8,73,5.73,6,9,4,2,0,7,76,7.79,Good
2577,6,94,6.98,8,3,4,1,1,4,46,7.46,Good
2578,9,76,4.5,9,4,4,7,1,5,65,7.79,Good
2579,3,74,7.73,5,5,5,6,0,4,63,6.4,Average
2580,4,81,7.99,8,2,6,4,1,9,52,6.29,Average
2581,6,67,9.31,6,2,4,7,0,7,80,7.13,Good
2582,8,95,5.43,8,6,6,3,0,6,45,7.85,Good
2583,5,67,4.1,9,2,7,5,1,6,60,6.02,Average
2584,3,86,7.0,5,1,4,7,1,7,46,5.64,Poor
2585,6,75,7.89,4,8,4,2,1,5,57,7.38,Good
2586,4,58,8.35,6,1,4,2,0,3,54,6.22,Average
2587,9,84,5.07,10,6,7,2,0,3,47,8.37,Good
2588,3,57,5.44,6,1,7,2,0,7,99,5.39,Poor
2589,4,69,6.82,8,8,5,5,1,1,91,7.58,Good
2590,7,91,5.82,10,5,8,3,0,4,55,7.95,Good
2591,7,71,8.73,10,3,6,1,0,8,88,7.86,Good
2592,4,68,6.61,7,5,8,3,0,4,42,6.35,Average
2593,6,79,8.4,10,1,4,5,1,1,84,8.11,Good
2594,3,77,7.19,7,1,4,4,0,5,48,5.92,Poor
2595,6,84,8.25,10,4,5,1,1,1,91,8.54,Excellent
2596,2,92,5.83,5,9,8,1,1,9,86,6.22,Average
2597,8,60,8.57,4,9,4,4,0,8,65,7.69,Good
2598,2,80,5.51,4,1,8,6,0,7,65,5.03,Poor
2599,7,98,7.0,10,3,5,2,0,5,69,8.16,Good
2600,9,97,5.18,8,4,8,5,1,4,66,8.34,Good
2601,1,88,6.62,8,2,6,4,1,7,55,5.5,Poor
2602,8,85,5.75,7,7,5,3,1,3,87,8.43,Good
2603,7,79,5.47,9,3,8,3,1,8,90,7.3,Good
2604,6,72,9.32,4,1,4,6,0,5,43,6.77,Average
2605,6,68,4.88,9,1,7,4,0,5,90,6.78,Average
2606,6,61,8.33,4,3,7,5,1,1,58,7.1,Good
2607,9,64,9.41,9,6,5,6,1,8,73,8.5,Excellent
2608,2,80,4.11,9,4,7,6,1,7,45,5.34,Poor
2609,1,92,7.84,4,1,6,6,1,1,84,6.2,Average
2610,6,86,5.39,5,7,5,1,1,4,54,7.17,Good
2611,8,86,4.22,5,2,4,1,1,4,49,6.99,Average
2612,3,64,6.22,8,5,4,2,1,9,93,6.01,Average
2613,1,78,9.14,9,8,5,5,1,2,81,7.23,Good
2614,9,99,4.06,9,7,7,3,0,4,75,8.64,Excellent
2615,1,92,7.23,9,8,7,3,0,3,85,7.07,Good
2616,3,75,6.76,9,6,4,2,1,5,79,6.78,Average
2617,8,93,8.8,9,7,6,3,0,7,45,8.57,Excellent
2618,3,51,4.46,7,9,7,6,0,5,83,6.0,Average
2619,4,69,7.75,6,6,6,2,0,5,79,6.86,Average
2620,8,64,7.74,9,9,7,2,1,4,45,8.29,Good
2621,1,53,7.68,7,2,5,4,1,9,54,4.72,Poor
2622,6,71,9.18,5,2,8,1,1,6,68,7.07,Good
2623,1,99,8.53,9,2,4,5,0,6,64,6.37,Average
2624,1,87,4.23,5,6,5,5,1,6,58,5.24,Poor
2625,8,72,6.59,8,2,7,1,0,6,53,7.32,Good
2626,4,75,6.19,6,3,4,6,1,1,42,6.41,Average
2627,1,60,5.71,4,8,8,5,1,6,89,5.4,Poor
2628,7,77,6.48,6,8,8,3,0,4,81,7.96,Good
2629,5,51,6.11,9,4,7,3,1,2,85,6.93,Average
2630,5,57,6.38,9,9,4,5,0,6,53,6.88,Average
2631,1,78,9.39,6,8,7,7,1,1,93,7.2,Good
2632,6,60,4.49,6,1,8,7,1,1,78,6.52,Average
2633,9,86,9.07,8,8,5,4,1,5,78,9.3,Excellent
2634,9,67,6.64,10,1,5,5,0,6,60,7.69,Good
2635,8,99,7.43,5,4,6,2,1,2,93,8.7,Excellent
2636,5,63,8.57,4,6,8,6,0,8,94,6.85,Average
2637,1,59,5.98,10,7,8,2,0,4,50,5.74,Poor
2638,9,84,6.37,6,4,7,1,0,4,89,8.35,Good
2639,1,58,6.25,4,8,6,6,1,5,49,5.17,Poor
2640,8,84,6.06,6,8,6,6,1,4,54,8.05,Good
2641,5,60,9.09,5,9,4,3,1,5,69,7.34,Good
2642,3,93,8.56,4,6,7,6,1,3,83,7.23,Good
2643,7,61,4.6,10,4,5,4,1,8,94,7.01,Good
2644,7,52,4.59,7,2,4,5,0,6,56,6.17,Average
2645,9,88,6.35,5,7,6,2,0,8,93,8.27,Good
2646,7,63,4.54,10,3,5,3,0,5,95,7.25,Good
2647,3,77,7.41,4,3,8,7,0,7,68,5.86,Poor
2648,1,60,4.79,6,3,7,3,0,7,56,4.5,Poor
2649,8,88,6.87,10,4,6,4,0,6,72,8.26,Good
2650,3,74,4.04,6,2,8,4,1,4,77,5.62,Poor
2651,8,70,5.74,5,5,6,4,0,6,60,7.18,Good
2652,8,59,7.72,5,3,5,4,0,9,86,7.12,Good
2653,5,92,6.66,10,5,4,7,0,4,90,7.89,Good
2654,1,64,9.38,6,7,5,2,0,6,53,5.94,Poor
2655,7,68,8.81,4,9,7,4,1,6,49,7.63,Good
2656,5,97,5.97,10,2,7,3,0,3,81,7.57,Good
2657,8,71,4.25,7,9,6,3,1,4,62,7.71,Good
2658,9,70,8.65,8,6,5,7,1,3,78,8.91,Excellent
2659,7,93,9.01,5,6,4,6,0,3,78,8.55,Excellent
2660,7,81,8.51,6,3,7,5,0,4,53,7.67,Good
2661,1,99,4.7,4,9,4,3,1,4,86,6.23,Average
2662,4,72,9.49,5,4,8,3,0,6,61,6.69,Average
2663,2,62,5.42,4,5,6,7,0,4,91,5.6,Poor
2664,2,54,7.98,5,3,4,2,0,6,80,5.54,Poor
2665,2,53,8.99,6,5,6,6,1,2,67,6.28,Average
2666,4,77,5.3,4,8,8,3,0,4,86,6.7,Average
2667,1,63,9.0,6,8,4,1,1,2,48,6.29,Average
2668,4,57,5.7,4,8,4,3,1,8,62,5.76,Poor
2669,2,58,9.37,5,6,8,5,1,9,46,5.56,Poor
2670,5,84,5.55,8,1,5,5,0,7,63,6.37,Average
2671,3,86,9.24,8,6,4,6,1,6,82,7.32,Good
2672,8,70,4.29,10,7,4,6,0,8,76,7.54,Good
2673,4,67,7.9,7,9,7,4,1,4,98,7.52,Good
2674,1,82,6.93,7,8,5,2,0,2,48,6.35,Average
2675,1,57,6.63,10,8,4,5,0,4,77,6.19,Average
2676,3,98,5.23,10,7,8,1,1,5,46,6.8,Average
2677,9,66,7.88,9,2,6,1,1,9,99,8.0,Good
2678,7,92,5.05,6,1,8,4,1,5,62,7.0,Good
2679,2,80,7.04,4,2,5,2,0,9,64,5.22,Poor
2680,9,83,5.39,7,6,7,2,0,9,94,7.99,Good
2681,2,55,9.26,5,2,7,6,0,8,85,5.57,Poor
2682,3,71,4.16,10,4,7,3,1,5,90,6.2,Average
2683,2,63,5.1,8,3,8,1,0,2,61,5.65,Poor
2684,3,52,5.33,4,6,6,1,0,5,93,5.7,Poor
2685,6,61,6.28,9,8,6,7,0,1,82,7.91,Good
2686,9,85,5.28,8,6,4,1,1,8,99,8.26,Good
2687,9,61,6.7,10,2,6,1,1,2,46,7.94,Good
2688,7,94,8.8,4,5,6,7,0,7,45,7.61,Good
2689,3,51,7.92,10,6,4,5,1,2,75,6.89,Average
2690,4,51,7.19,7,9,8,2,1,5,85,6.85,Average
2691,6,64,4.49,7,6,8,3,1,7,61,6.43,Average
2692,5,72,7.82,6,5,5,5,1,6,74,6.98,Average
2693,2,78,4.92,9,1,8,2,1,5,88,5.78,Poor
2694,6,66,8.33,4,5,7,4,1,6,86,7.18,Good
2695,3,81,5.38,9,5,7,1,1,2,72,6.76,Average
2696,8,56,6.29,5,6,5,3,1,1,60,7.6,Good
2697,2,79,5.93,9,7,6,2,1,1,50,6.61,Average
2698,1,77,8.72,10,4,5,4,0,8,52,5.96,Poor
2699,9,63,4.7,10,7,4,1,0,3,95,8.46,Good
2700,3,93,7.11,7,5,5,4,1,3,42,6.74,Average
2701,1,79,4.78,6,6,5,7,1,9,52,4.93,Poor
2702,7,66,7.88,10,4,7,4,1,6,89,7.9,Good
2703,5,81,8.98,7,8,4,5,1,4,95,8.18,Good
2704,5,95,6.39,8,9,4,4,0,4,80,7.99,Good
2705,1,55,6.68,7,2,5,5,1,7,96,5.17,Poor
2706,9,73,9.1,4,4,4,6,0,6,73,8.12,Good
2707,7,55,6.87,6,8,4,5,0,2,67,7.67,Good
2708,8,76,6.68,10,8,8,7,0,9,79,8.16,Good
2709,9,67,7.18,4,9,4,7,0,2,73,8.51,Excellent
2710,6,73,7.79,5,3,6,4,0,8,71,6.77,Average
2711,5,86,4.59,5,1,4,2,0,4,62,6.21,Average
2712,6,73,8.52,7,9,7,4,1,1,63,8.3,Good
2713,2,87,6.4,6,1,8,4,1,1,40,5.88,Poor
2714,4,83,4.4,9,3,7,2,0,9,63,5.93,Poor
2715,3,89,8.32,6,3,7,1,1,4,42,6.51,Average
2716,7,96,6.07,6,9,6,3,0,1,56,8.4,Good
2717,9,64,4.55,6,1,8,6,1,3,46,6.99,Average
2718,5,60,7.49,7,7,5,1,0,3,49,7.02,Good
2719,6,71,8.84,4,2,4,4,0,7,58,6.71,Average
2720,2,73,8.88,7,7,6,1,1,6,63,6.51,Average
2721,3,50,9.27,9,1,6,3,0,8,48,5.7,Poor
2722,3,67,8.77,4,8,5,7,1,7,89,6.63,Average
2723,9,93,4.01,9,2,6,1,0,1,54,8.11,Good
2724,7,61,6.09,8,3,5,3,1,3,88,7.44,Good
2725,8,92,8.5,8,8,5,1,1,9,95,8.79,Excellent
2726,9,77,6.01,10,3,5,5,1,4,97,8.52,Excellent
2727,6,89,7.31,10,1,6,4,1,3,61,7.67,Good
2728,4,56,7.33,4,9,5,3,1,5,97,6.8,Average
2729,1,72,6.01,7,8,6,6,0,8,56,5.47,Poor
2730,8,70,8.97,9,4,8,4,0,1,58,8.58,Excellent
2731,7,83,6.77,9,8,5,5,1,2,48,8.3,Good
2732,2,60,6.56,10,5,6,7,0,7,96,6.12,Average
2733,8,71,9.49,10,3,6,1,0,1,77,8.88,Excellent
2734,5,91,6.71,5,1,6,4,1,5,58,6.59,Average
2735,7,84,4.98,9,5,4,1,1,8,47,7.08,Good
2736,4,78,6.82,7,6,4,1,0,6,45,6.52,Average
2737,5,91,8.48,5,4,5,4,1,3,88,7.72,Good
2738,8,77,8.27,7,7,8,3,1,7,77,8.27,Good
2739,1,67,8.34,6,3,5,3,1,3,84,6.0,Average
2740,1,63,7.89,9,7,7,4,0,5,60,6.09,Average
2741,4,67,5.4,6,1,7,3,1,7,95,5.83,Poor
2742,3,77,8.74,8,7,8,2,0,2,68,7.39,Good
2743,2,73,8.91,8,1,8,1,1,4,73,6.32,Average
2744,3,57,5.07,4,1,8,4,0,2,51,5.14,Poor
2745,1,91,4.72,9,2,4,6,1,7,78,5.51,Poor
2746,1,94,9.37,10,2,4,5,1,3,71,6.9,Average
2747,6,57,8.78,5,4,7,7,1,9,45,6.39,Average
2748,5,53,8.91,6,1,8,4,0,6,56,6.25,Average
2749,8,76,8.88,7,4,6,4,0,1,71,8.61,Excellent
2750,2,85,6.98,9,2,7,1,0,8,99,6.24,Average
2751,4,54,7.56,4,4,8,5,0,7,47,5.62,Poor
2752,8,82,7.0,7,4,6,1,1,1,77,8.42,Good
2753,6,98,4.28,6,9,8,6,1,3,68,7.72,Good
2754,1,83,8.1,9,9,5,7,0,3,70,7.01,Good
2755,4,79,6.78,10,1,6,3,0,3,58,6.76,Average
2756,1,57,7.56,6,5,5,4,0,7,92,5.54,Poor
2757,2,88,6.76,9,7,4,1,0,6,94,6.89,Average
2758,5,96,6.7,9,4,7,7,0,2,48,7.56,Good
2759,8,75,4.94,6,5,8,6,0,5,91,7.62,Good
2760,8,86,5.53,6,2,7,6,1,6,67,7.32,Good
2761,3,83,4.87,7,3,8,7,0,2,87,6.45,Average
2762,4,56,5.08,4,7,5,2,0,1,89,6.47,Average
2763,6,89,9.35,6,7,6,4,0,4,90,8.46,Good
2764,3,77,4.84,8,4,6,6,1,4,78,6.24,Average
2765,2,88,5.48,4,1,8,7,0,4,79,5.61,Poor
2766,6,88,7.25,8,1,5,3,1,1,92,7.95,Good
2767,5,77,7.36,7,4,8,1,1,3,70,7.24,Good
2768,5,63,4.85,6,4,8,1,0,7,58,5.87,Poor
2769,5,99,8.37,4,6,8,2,1,4,72,7.69,Good
2770,5,87,8.32,10,7,6,3,0,2,65,8.26,Good
2771,3,53,5.31,6,9,8,6,1,8,84,5.82,Poor
2772,7,91,5.59,9,9,6,7,0,1,40,8.35,Good
2773,6,67,9.16,6,5,4,2,0,9,50,6.91,Average
2774,4,93,8.54,10,3,5,6,1,5,41,7.21,Good
2775,2,97,7.84,4,3,4,6,0,2,92,6.77,Average
2776,9,74,4.45,6,6,8,4,0,4,74,7.83,Good
2777,1,56,6.3,6,1,6,5,1,3,52,4.88,Poor
2778,4,87,7.08,5,7,5,7,1,7,78,6.87,Average
2779,1,77,5.03,5,3,7,6,0,6,73,5.05,Poor
2780,6,54,6.47,4,5,5,1,1,9,73,6.16,Average
2781,4,52,7.31,4,7,5,6,0,4,74,6.39,Average
2782,5,93,5.8,9,7,8,2,1,3,71,7.75,Good
2783,5,80,8.3,9,9,4,7,1,7,84,7.92,Good
2784,9,96,8.62,6,1,4,6,1,6,51,8.17,Good
2785,1,91,5.78,8,3,7,7,0,5,72,5.85,Poor
2786,2,69,8.61,4,9,8,1,0,7,57,6.12,Average
2787,6,68,4.57,10,8,5,1,0,5,44,7.05,Good
2788,5,97,8.61,6,2,4,2,0,9,58,6.88,Average
2789,7,60,4.84,8,8,4,1,0,4,70,7.39,Good
2790,3,89,4.46,5,8,6,3,1,1,66,6.67,Average
2791,3,52,7.53,9,2,5,3,0,5,81,6.11,Average
2792,2,72,6.6,10,8,8,5,1,1,77,7.06,Good
2793,3,56,8.99,4,3,4,7,1,1,89,6.55,Average
2794,1,72,6.0,6,7,8,3,1,1,54,5.94,Poor
2795,5,56,5.58,5,9,5,2,0,1,85,7.12,Good
2796,5,95,6.75,7,4,5,6,1,8,95,7.23,Good
2797,7,83,6.51,5,6,4,3,0,2,87,8.05,Good
2798,4,91,5.89,6,9,7,5,0,9,43,6.47,Average
2799,3,68,7.82,9,5,8,7,0,7,58,6.35,Average
2800,1,58,8.18,8,1,8,4,0,3,60,5.56,Poor
2801,8,97,8.69,10,3,6,4,1,9,79,8.47,Good
2802,3,67,9.35,10,9,5,2,0,4,96,7.79,Good
2803,2,90,5.47,7,3,5,5,1,7,40,5.46,Poor
2804,4,97,7.94,10,2,4,3,1,3,59,7.44,Good
2805,3,94,6.17,7,4,4,5,0,5,61,6.47,Average
2806,1,91,7.72,9,5,4,1,1,4,93,6.83,Average
2807,3,74,6.62,7,7,6,5,1,6,52,6.27,Average
2808,2,63,9.47,4,7,7,3,1,9,80,6.01,Average
2809,8,93,8.01,6,9,4,2,0,5,40,8.47,Good
2810,6,74,9.24,10,8,4,1,1,1,54,8.57,Excellent
2811,9,68,8.59,7,2,4,5,0,5,54,7.93,Good
2812,8,88,8.97,5,8,6,4,0,5,53,8.49,Good
2813,3,64,8.48,8,8,8,3,0,9,44,6.27,Average
2814,5,65,6.53,6,5,7,2,0,8,97,6.62,Average
2815,7,76,5.38,9,3,8,6,1,5,88,7.5,Good
2816,5,89,6.04,10,9,5,3,1,5,45,7.56,Good
2817,8,59,4.11,5,7,5,5,1,2,80,7.43,Good
2818,5,53,6.88,4,1,4,7,0,9,70,5.5,Poor
2819,1,68,6.78,7,8,8,2,1,4,91,6.28,Average
2820,5,77,6.89,5,5,6,4,0,7,65,6.61,Average
2821,4,70,9.36,6,6,7,1,1,6,97,7.27,Good
2822,6,96,9.01,10,9,8,5,0,5,64,8.76,Excellent
2823,3,63,4.89,5,8,8,2,0,5,90,6.09,Average
2824,5,82,6.03,4,3,7,1,0,7,98,6.57,Average
2825,2,97,6.33,8,5,8,7,0,2,94,7.08,Good
2826,6,59,5.98,7,4,8,2,1,9,92,6.54,Average
2827,6,68,8.39,6,1,7,6,0,2,97,7.53,Good
2828,5,79,6.88,10,5,6,5,1,9,88,7.17,Good
2829,6,71,7.15,7,7,7,2,1,4,78,7.65,Good
2830,7,52,8.69,7,1,4,4,1,6,79,7.1,Good
2831,5,86,8.43,9,4,4,7,0,1,54,7.86,Good
2832,1,90,4.73,7,6,4,2,0,5,45,5.56,Poor
2833,8,67,7.93,5,9,4,5,0,6,40,7.75,Good
2834,4,60,6.39,5,8,5,2,1,9,80,6.13,Average
2835,9,97,5.62,8,2,6,1,0,9,46,7.55,Good
2836,6,51,4.28,4,3,5,1,0,9,93,5.67,Poor
2837,1,61,6.68,10,5,8,7,1,3,91,6.22,Average
2838,3,55,5.95,10,7,8,6,0,4,90,6.63,Average
2839,3,92,5.38,6,3,7,3,1,8,43,5.61,Poor
2840,4,89,7.82,5,7,4,7,1,8,40,6.59,Average
2841,6,93,8.23,7,5,7,6,1,2,80,8.31,Good
2842,7,78,5.35,4,6,8,7,0,8,41,6.58,Average
2843,4,79,4.27,6,6,4,3,0,7,87,6.25,Average
2844,6,51,8.67,10,4,6,4,1,9,73,7.02,Good
2845,1,58,4.05,6,8,8,1,1,5,74,5.18,Poor
2846,8,96,9.15,6,9,7,3,0,2,85,9.48,Excellent
2847,7,51,7.45,10,2,7,2,0,5,52,7.06,Good
2848,9,78,5.77,6,9,8,4,1,2,56,8.48,Good
2849,3,82,5.36,8,4,5,5,1,5,49,6.06,Average
2850,2,59,4.05,6,6,6,3,1,9,42,4.59,Poor
2851,1,83,5.3,4,7,8,7,0,7,43,5.12,Poor
2852,3,93,4.76,5,4,8,6,1,7,64,5.81,Poor
2853,5,57,7.37,4,8,7,3,0,1,76,7.2,Good
2854,2,86,4.92,7,8,4,6,1,9,82,5.98,Poor
2855,3,82,6.91,9,1,4,7,0,6,77,6.34,Average
2856,4,96,7.25,8,8,4,7,1,7,68,7.38,Good
2857,7,55,5.64,8,3,7,6,0,2,40,6.87,Average
2858,3,93,4.19,7,5,4,1,0,1,90,6.84,Average
2859,9,89,4.2,10,8,8,4,0,4,69,8.61,Excellent
2860,8,94,4.14,4,6,5,6,0,9,78,7.22,Good
2861,4,68,8.07,4,4,5,1,0,9,94,6.26,Average
2862,1,81,5.75,7,4,5,1,0,3,49,5.62,Poor
2863,1,76,8.38,10,4,4,6,1,1,68,6.72,Average
2864,1,50,6.37,9,6,5,4,1,2,83,5.96,Poor
2865,1,92,6.49,6,7,4,2,1,9,71,5.81,Poor
2866,8,82,6.82,10,5,8,7,0,9,83,8.05,Good
2867,3,89,7.92,6,8,8,3,0,1,40,7.2,Good
2868,6,81,5.5,5,7,7,1,1,9,80,6.86,Average
2869,3,54,4.67,4,8,7,3,0,1,56,5.83,Poor
2870,5,66,7.06,4,4,6,4,0,4,94,6.81,Average
2871,7,57,5.8,7,8,8,2,1,5,51,7.14,Good
2872,2,91,6.43,7,6,4,5,1,8,99,6.44,Average
